size,frequency
1,17193
2,2813
3,1467
4,909
5,569
6,425
7,353
8,228
9,219
10,176
11,156
12,125
13,104
14,93
15,88
16,61
17,63
18,60
19,60
20,48
21,38
22,45
23,28
24,16
25,34
26,23
27,24
28,25
29,21
30,24
31,14
32,20
33,15
34,12
35,16
36,17
37,11
38,11
39,4
40,7
41,8
42,6
43,5
44,7
45,3
46,4
47,5
48,7
49,5
50,9
51,5
52,3
53,4
54,2
55,4
56,3
57,4
58,3
59,2
60,3
61,1
62,1
63,3
64,3
65,4
66,1
67,1
68,7
69,1
70,4
72,1
75,1
76,2
77,3
78,3
79,2
82,1
83,2
88,3
96,1
97,1
100,1
101,2
102,2
106,1
111,1
112,1
121,1
125,1
181,1
