R,k,yearly_mutation_rate,mean_generation_interval,testing_proba,sequencing_proba,n_clusters,max_cluster_size,mutation_proba,detection_proba,n_divergent_transitions,R_estimate,R_lower_cred_int,R_upper_cred_int,min_R_Rhat,max_R_Rhat,k_estimate,k_lower_cred_int,k_upper_cred_int,min_k_Rhat,max_k_Rhat,number_yearly_mutations_estimate,number_yearly_mutations_lower_cred_int,number_yearly_mutations_upper_cred_int,min_number_yearly_mutations_Rhat,max_number_yearly_mutations_Rhat,mutation_proba_estimate,mutation_proba_lower_cred_int,mutation_proba_upper_cred_int,min_mutation_proba_Rhat,max_mutation_proba_Rhat,testing_proba_estimate,testing_proba_lower_cred_int,testing_proba_upper_cred_int,min_testing_proba_Rhat,max_testing_proba_Rhat,detection_proba_estimate,detection_proba_lower_cred_int,detection_proba_upper_cred_int,min_detection_proba_Rhat,max_detection_proba_Rhat
0.7,0.5,14,5.2,0.2,0.01,3000,1500,0.180709,0.002,0,0.6342780933264949,0.4096960030220117,0.8913960549505552,1.0003641810910762,1.0075975705786262,0.5341379189369008,0.18959402845935827,1.0662256860404602,0.9996359617430204,1.0095555542236319,14.004808077609557,13.033251037420472,15.007157676829863,1.000250814871907,1.0050402649284071,0.18074381273489085,0.16935444415754508,0.192372437303623,1.0002453241634597,1.0050461388650374,0.3752778535004758,0.06388479109596412,0.9208209994929278,0.9992219161601829,1.0089442037138752,0.0037527785350047584,6.388479109596413e-4,0.00920820999492928,0.9992219161601829,1.0089442037138752
0.9,0.5,14,5.2,0.2,0.01,3000,1500,0.180709,0.002,0,0.7712476193024883,0.6019171831339215,0.9936584621666578,1.0017129048855085,1.0109822834076003,0.5257549678780674,0.18077819523044292,1.0556810696669678,0.9986198119005743,1.0059866482705837,14.004936450655261,13.037855301975801,14.973516121765662,0.9997717607083146,1.0069974891972255,0.18074597521573135,0.16940889127593942,0.19198553232081988,0.9997974441321962,1.0070304858144732,0.518648880791348,0.0833863779634545,0.9678353729534522,1.0009004618751731,1.0090587815697785,0.0051864888079134796,8.338637796345451e-4,0.00967835372953452,1.0009004618751731,1.0090587815697785
1.1,0.5,14,5.2,0.2,0.01,3000,1500,0.180709,0.002,0,1.0234577916350234,0.9359533875235717,1.1254491414615446,1.0010673405877666,1.0079856922626018,0.5108950399861696,0.17960828157778078,1.0311199798498236,0.9987200417440885,1.0065502991027133,13.996729838220805,13.004896356019435,14.984091454978037,0.9988368713874543,1.0058815638971612,0.18064944849299722,0.16901906096236108,0.19210717714067402,0.9988517635397146,1.0058807997885708,0.5940671516107725,0.11671628345089535,0.9824690871318557,0.9992403412546709,1.008265773312168,0.005940671516107725,0.0011671628345089537,0.009824690871318558,0.9992403412546709,1.008265773312168
1.3,0.5,14,5.2,0.2,0.01,3000,1500,0.180709,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,0.1,14,5.2,0.4,0.01,3000,1500,0.180709,0.004,0,0.8102905228456371,0.6535198244813706,1.0149240659887346,0.9997331663517234,1.0096066320555632,0.4840695278680589,0.15848122437209927,0.986413246598839,0.9993739135392591,1.0038717292678936,14.016972161207569,13.03052597533903,14.995713480942236,1.0002963744850035,1.005460732506765,0.1808857529182132,0.16932221761657285,0.19224084062915178,1.0002773386186714,1.0054667215925601,0.5612785721622999,0.09648298268819923,0.9789641820793139,1.0001346817431473,1.009368436554745,0.005612785721622999,9.648298268819924e-4,0.009789641820793138,1.0001346817431473,1.009368436554745
0.9,0.1,14,5.2,0.4,0.01,3000,1500,0.180709,0.004,0,0.9552663229081712,0.8291628787164602,1.0904390911539195,0.9990884246922892,1.009302179365672,0.39997231265049904,0.11104535031908597,0.8933165002413375,0.9991347828659302,1.008470842993225,13.998428315673857,13.024406465501725,14.972446071347079,0.9984418284802128,1.0093933151424594,0.18066968217875876,0.1692498438314059,0.19197322283954865,0.9984565560035293,1.0093606766031142,0.6347254781382338,0.13822402376465973,0.9856597371067432,0.9998736266560011,1.0098521326905048,0.006347254781382337,0.0013822402376465974,0.009856597371067434,0.9998736266560011,1.0098521326905048
1.1,0.1,14,5.2,0.4,0.01,3000,1500,0.180709,0.004,0,1.1040452798642066,1.0519524424407136,1.1587128789754875,0.9996834686204652,1.0085280626059823,0.2661979600629322,0.08491389971728616,0.6284681105604848,1.000244136276476,1.0069487749123556,13.998353512860621,13.019714175396272,14.963828173658829,0.9988408959694126,1.0039915136094626,0.18066925934441888,0.1691943451214831,0.19187407874269097,0.9988452656902735,1.0040137831391525,0.7076759996004746,0.23298466500343884,0.9883174959798591,0.9991153813582083,1.0048395451397294,0.007076759996004746,0.0023298466500343883,0.009883174959798591,0.9991153813582083,1.0048395451397294
1.3,0.1,14,5.2,0.4,0.01,3000,1500,0.180709,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,0.3,14,5.2,0.4,0.01,3000,1500,0.180709,0.004,0,0.7188685627647976,0.530298089396299,0.9580055569570842,1.0000081667495115,1.0113384825155762,0.5185691497286116,0.1800919225263198,1.0497987575762573,0.9991318741255442,1.0041443095499158,14.01456741192829,13.021637417912787,15.015596851502181,0.9992812525753038,1.0045345732777566,0.18085742774026523,0.1692170929878498,0.19246946553946084,0.9992734063913111,1.0045632099512485,0.4926511218641723,0.07945593104299241,0.9645178892540108,0.9993104354249283,1.012250381495712,0.004926511218641723,7.945593104299241e-4,0.009645178892540109,0.9993104354249283,1.012250381495712
0.9,0.3,14,5.2,0.4,0.01,3000,1500,0.180709,0.004,0,0.892864935204109,0.7624712986069335,1.060626139929142,1.0004818654275107,1.0076864949837958,0.501393808241973,0.1735209328995337,1.0260798437418204,0.9988112610148174,1.0061353417425356,13.999855808757601,13.023662521756679,14.976261166953975,0.9987757635752043,1.0044110377958975,0.18068659850507268,0.1692410449838985,0.19201710949759662,0.9987762322250971,1.0044479384113072,0.575935126812395,0.10186700977939714,0.9795003412407873,1.0013901275110513,1.0063819462805732,0.00575935126812395,0.0010186700977939712,0.009795003412407874,1.0013901275110515,1.0063819462805732
1.1,0.3,14,5.2,0.4,0.01,3000,1500,0.180709,0.004,0,1.0799160304769508,1.0116125800327096,1.1521542164928285,1.0004251742526202,1.0066429604183125,0.40638337960769716,0.13461031972537987,0.8529227301987423,0.9992632312271483,1.005386408149957,14.00145467215518,13.030333117983577,14.959344221983676,0.9989326522581778,1.0102097940193921,0.18070536593616174,0.16931993684001287,0.19182248857605866,0.998927078168114,1.0101968744384187,0.6402031762786013,0.15141086425463404,0.9845785976872709,0.9991503663113053,1.0065396133541338,0.006402031762786014,0.0015141086425463405,0.009845785976872709,0.9991503663113053,1.0065396133541338
1.3,0.3,14,5.2,0.4,0.01,3000,1500,0.180709,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,0.5,14,5.2,0.4,0.01,3000,1500,0.180709,0.004,0,0.6901884251231464,0.4823071886443176,0.9381055732073906,1.0001002503169343,1.0074652856054964,0.5360521631759422,0.19265563737771987,1.0767089647194592,0.9987934703840884,1.0030943317684973,14.015714613503292,13.040314528972281,14.98158157455101,0.9995228142345163,1.0046869458716188,0.18087150871832272,0.16943797107588518,0.1920783084148877,0.9995490774610772,1.0046612058765898,0.4513785455213224,0.07218335068160231,0.9536417136072611,1.000181052154983,1.0095162823666617,0.004513785455213224,7.218335068160229e-4,0.009536417136072612,1.000181052154983,1.0095162823666617
0.9,0.5,14,5.2,0.4,0.01,3000,1500,0.180709,0.004,0,0.866308980185226,0.7239215838201404,1.0447446757041638,1.0008063549572204,1.0110454900269754,0.5045217811691218,0.16702274577127574,1.0078619330527478,0.9992746044290772,1.0042057363893993,14.002941890532185,13.029591919610459,14.994196152062674,0.9997074519432069,1.0053531534072837,0.18072199009724513,0.1693111712004309,0.19222339127236782,0.999705094103479,1.0053578435959143,0.5689197587949074,0.10182273435738232,0.9768210588598534,1.0007835154255458,1.0089860702445996,0.005689197587949074,0.001018227343573823,0.009768210588598536,1.0007835154255458,1.0089860702445996
1.1,0.5,14,5.2,0.4,0.01,3000,1500,0.180709,0.004,0,1.0764578298069927,1.006611778277701,1.1527273570676113,1.000386064350755,1.0058173162598691,0.5207297875540128,0.18845233506891484,1.0320902563742747,0.9992162796366248,1.006000185088384,14.002751274766855,13.013011924968742,14.974363938033608,0.99870910404428,1.003914027690634,0.1807201781679333,0.16911506689362546,0.1919952851681787,0.9987111675073093,1.0039405727689243,0.5969407164555838,0.12365297507389705,0.9821785390762803,0.9993545700628742,1.0062711735566185,0.005969407164555838,0.0012365297507389704,0.009821785390762804,0.9993545700628742,1.0062711735566188
1.3,0.5,14,5.2,0.4,0.01,3000,1500,0.180709,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,0.1,14,5.2,0.6,0.01,3000,1500,0.180709,0.006,0,0.8524244906091355,0.7057079532751594,1.0377609881339809,0.9989681626412197,1.0084577600931677,0.4400549939315132,0.13718191265136576,0.9316116271472342,0.9989290391950227,1.0034328034999052,14.0041825109802,13.020669217233792,14.984716863509934,0.9991832950354606,1.0049797740009376,0.18073677934421964,0.16920564130517382,0.19211437045323762,0.9991795233249704,1.004990764783403,0.5941801301007754,0.11283814980150238,0.9828042229670649,0.9995047976490846,1.007726218678718,0.005941801301007754,0.0011283814980150239,0.009828042229670651,0.9995047976490846,1.007726218678718
0.9,0.1,14,5.2,0.6,0.01,3000,1500,0.180709,0.006,0,0.9746617555398553,0.8611187007535367,1.0929821602656118,0.9997000830303423,1.0092034634423606,0.31085754921571374,0.08264191681061767,0.7368264521000601,0.9999230650101093,1.0069601110967072,14.002837301818845,13.03717078360735,14.982327632595897,1.0005014198115705,1.0062255390441448,0.18072146613819012,0.16940079682096545,0.19208688970607588,1.0005087827063996,1.0062154119889555,0.6808537716300643,0.1850053559658506,0.9911573303736313,0.9991068623979338,1.008762363735762,0.006808537716300644,0.0018500535596585061,0.009911573303736312,0.9991068623979338,1.008762363735762
1.1,0.1,14,5.2,0.6,0.01,3000,1500,0.180709,0.006,0,1.1153016233667952,1.0655169579053212,1.1675659755584646,0.9996886197372874,1.012115679469074,0.21556377759812145,0.06748834745473041,0.5575266289584855,0.999573908987409,1.0053181628861099,14.001047893759296,13.008793283655864,14.988395238343424,1.0006710957130107,1.0067257982106412,0.18069992015757896,0.1690651624005578,0.19215667700343517,1.0006519437462014,1.0067275111044618,0.7368408265591225,0.26477098329931587,0.9907574188913838,0.999220906796734,1.0100643750054348,0.007368408265591226,0.0026477098329931587,0.009907574188913838,0.999220906796734,1.0100643750054348
1.3,0.1,14,5.2,0.6,0.01,3000,1500,0.180709,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,0.3,14,5.2,0.6,0.01,3000,1500,0.180709,0.006,0,0.7822617366830443,0.6201461502644001,0.9997974731722187,1.0002275897517872,1.0159905327043044,0.5103681620577221,0.17863819141547072,1.0345437809170306,1.0002881980743241,1.0072737828713634,14.008807965502545,13.03973167832404,14.981109387447,0.9988287377295171,1.001918202375495,0.18079072189909826,0.16943107908840765,0.19207287718796637,0.998831058035708,1.0019033718037518,0.535066954609473,0.0891208124804535,0.9744832796164059,1.0003120968445967,1.0090964802189324,0.00535066954609473,8.912081248045352e-4,0.00974483279616406,1.0003120968445967,1.0090964802189324
0.9,0.3,14,5.2,0.6,0.01,3000,1500,0.180709,0.006,0,0.9302494263130607,0.8019620349823288,1.080646642820244,1.0014038044297497,1.006793116256304,0.4699511689576208,0.14858668499877128,0.9899573194533565,0.9991637922541524,1.0075834547146498,14.008798142196751,13.043655433230255,14.973678400012055,0.9995707502141286,1.0035219788181677,0.18079082274176597,0.16947747487574896,0.19198739909615953,0.999561588433976,1.0035265257426194,0.5974986203974135,0.1111160887533082,0.9822960339874914,0.9999720428516244,1.0075168154611605,0.005974986203974136,0.0011111608875330821,0.009822960339874915,0.9999720428516244,1.0075168154611602
1.1,0.3,14,5.2,0.6,0.01,3000,1500,0.180709,0.006,0,1.107526113358143,1.0541012093015423,1.1653658063303773,1.0009304920346107,1.007060287417197,0.43365896020327727,0.16044452962584285,0.8827952950895627,0.9999577720425697,1.003966254138951,13.994693215775321,13.024963901403858,14.97176553491048,0.9985976574100284,1.003646666821706,0.18062612718841647,0.1692564367379727,0.19196539409111527,0.9985957358724373,1.0036389805182808,0.6305255328693172,0.14887956767529803,0.9856702334011276,0.9997148750582677,1.0052114648139896,0.006305255328693173,0.0014887956767529803,0.009856702334011275,0.9997148750582677,1.0052114648139896
1.3,0.3,14,5.2,0.6,0.01,3000,1500,0.180709,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,0.5,14,5.2,0.6,0.01,3000,1500,0.180709,0.006,0,0.7384713010046836,0.5500791931741914,0.9756558359108528,1.0002948312725752,1.0096651874616,0.5054408256519656,0.1711628863153154,1.025693946170104,0.9984621016855766,1.0054431292334605,14.005240222232521,13.024976015197819,15.00381338260417,0.9984824955174696,1.0040032733156865,0.18074848880439146,0.1692565800071101,0.1923339835195687,0.9984845299067715,1.004020136156451,0.5134833408287656,0.0832265155991124,0.9698807021594673,0.9995651905842531,1.01282837242576,0.0051348334082876555,8.32265155991124e-4,0.009698807021594674,0.9995651905842531,1.01282837242576
0.9,0.5,14,5.2,0.6,0.01,3000,1500,0.180709,0.006,0,0.9059903646046968,0.7760141956242143,1.0693014613803555,0.9987571318405297,1.0127188766452633,0.49072669872140084,0.16816832229853515,1.007702684105073,0.9987880112903434,1.0065903916248184,13.997772620110272,13.020694836006394,14.960456625619937,1.0001232016948507,1.0031133042964036,0.18066223062008888,0.16920594432765101,0.1918352876604512,1.0001323595133338,1.0031411086608228,0.5861454577231323,0.1028612292059433,0.9802733080296968,0.9999190928084714,1.0108001375809346,0.005861454577231323,0.001028612292059433,0.009802733080296966,0.9999190928084714,1.0108001375809346
1.1,0.5,14,5.2,0.6,0.01,3000,1500,0.180709,0.006,0,1.0947638530084998,1.0228835185955016,1.1611348032596789,1.0005651949128105,1.0146779920848406,0.504388283004047,0.13649502368822883,1.0385058131566778,0.99839243493061,1.007094923976657,13.993785912093877,13.00676610056192,14.969954138928358,0.9998180458673673,1.0052646946335706,0.18061541990441132,0.16904118073304275,0.19194455580124895,0.9997887445824635,1.005257694162373,0.6127227429078828,0.139464129868481,0.9857507527401441,0.9995145993298693,1.0155223223830245,0.006127227429078827,0.0013946412986848102,0.009857507527401442,0.9995145993298693,1.0155223223830248
1.3,0.5,14,5.2,0.6,0.01,3000,1500,0.180709,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,0.1,14,5.2,0.8,0.01,3000,1500,0.180709,0.008,0,0.8785837862375067,0.7354411691207714,1.0494293702333943,0.9995892337243668,1.0052230050441198,0.41918451631924614,0.12307017140982264,0.9069449836979346,0.9988150368689807,1.0035628201287292,14.004126539475187,13.006279604951958,15.0009187581821,0.9998320961127927,1.003065819670005,0.18073538979704137,0.16903542536863073,0.1923006987094882,0.9998544944385857,1.0030823251007688,0.6132399073264736,0.12203950269240613,0.9836850991347461,0.9998311608316466,1.0080572417658213,0.0061323990732647365,0.0012203950269240613,0.009836850991347462,0.9998311608316466,1.0080572417658213
