size,frequency
1,6493
2,757
3,372
4,216
5,125
6,88
7,72
8,46
9,41
10,28
11,21
12,22
13,12
14,9
15,11
16,8
17,7
18,6
19,12
20,1
21,3
22,4
23,4
24,7
25,4
26,2
27,4
28,2
30,1
31,1
32,2
33,2
38,2
39,1
42,1
46,1
51,1
