size,frequency
1,7071
2,915
3,391
4,257
5,185
6,112
7,78
8,56
9,51
10,51
11,39
12,32
13,35
14,23
15,8
16,16
17,11
18,14
19,7
20,9
21,13
22,4
23,3
24,5
25,5
26,3
27,3
28,2
29,1
30,2
31,5
32,3
33,2
34,2
35,1
36,2
38,1
40,2
41,1
42,2
43,2
44,1
45,2
46,1
50,1
53,1
54,1
55,1
56,1
57,1
58,1
69,1
