size,frequency
1,1868
2,335
3,161
4,86
5,63
6,41
7,24
8,29
9,16
10,18
11,13
12,11
13,8
14,7
15,4
16,3
17,2
18,3
19,4
20,2
21,2
25,1
26,1
27,3
28,2
34,1
37,1
44,1
50,1
51,1
