size,frequency
1,2553
2,452
3,190
4,123
5,82
6,60
7,28
8,32
9,18
10,17
11,20
12,11
13,10
14,3
15,5
16,10
17,6
18,3
19,3
20,7
21,4
22,2
23,2
24,1
26,3
28,2
30,3
33,1
35,1
38,2
39,1
42,2
44,1
50,1
51,1
63,1
69,1
75,1
