size,frequency
1,848
2,125
3,55
4,34
5,28
6,11
7,12
8,9
9,9
10,5
11,1
12,1
13,1
14,3
15,3
16,3
17,2
18,2
19,1
20,2
21,2
22,3
23,1
24,2
25,1
26,2
27,2
29,1
33,1
36,1
43,1
49,1
53,1
60,2
69,1
75,1
