size,frequency
1,4195
2,618
3,268
4,171
5,112
6,82
7,66
8,50
9,47
10,25
11,25
12,25
13,20
14,15
15,14
16,12
17,16
18,2
19,11
20,7
21,11
22,6
23,5
24,4
25,4
26,8
28,3
29,4
31,1
32,2
33,1
34,2
35,2
36,1
39,1
41,1
42,1
43,1
45,1
51,2
54,1
59,1
68,1
69,1
74,1
81,1
