size,frequency
1,4416
2,616
3,320
4,175
5,109
6,87
7,94
8,58
9,60
10,34
11,32
12,30
13,28
14,33
15,24
16,19
17,11
18,14
19,15
20,12
21,8
22,12
23,11
24,6
25,7
26,5
27,8
28,2
29,10
30,8
31,7
32,6
33,3
34,4
35,7
36,7
37,6
38,5
39,5
40,3
41,2
42,4
43,5
44,5
45,5
46,4
47,1
48,3
49,3
50,1
51,5
52,5
53,1
54,3
55,2
57,3
58,2
59,2
60,3
61,1
62,2
63,1
65,2
66,3
67,3
68,1
70,1
71,3
72,3
73,1
74,3
76,1
78,1
81,2
82,3
83,2
84,1
89,1
90,1
91,2
97,1
99,1
100,1
104,2
105,1
111,1
112,2
117,1
127,1
129,1
136,1
138,1
157,1
167,1
171,1
180,1
186,1
188,1
189,1
218,1
322,1
