size,frequency
1,1672
2,291
3,129
4,97
5,61
6,41
7,42
8,25
9,23
10,29
11,15
12,13
13,16
14,13
15,11
16,11
17,12
18,9
19,8
20,12
21,9
22,9
23,5
24,8
25,2
26,5
28,2
29,3
30,8
31,2
32,5
33,3
34,4
35,6
36,4
37,5
38,1
39,4
40,1
41,5
42,1
43,3
47,1
48,2
50,3
52,4
54,3
57,2
58,2
59,3
64,1
65,1
66,1
67,2
68,1
69,1
70,2
71,2
75,2
77,3
78,2
79,1
80,2
82,2
83,1
84,1
86,1
90,1
92,1
95,2
96,2
97,1
99,3
104,1
110,1
113,1
114,1
118,1
119,1
120,1
123,2
125,1
130,1
131,1
132,1
135,1
138,1
145,1
150,1
163,1
168,1
185,1
202,1
214,1
231,1
293,1
343,1
409,1
419,1
464,1
888,1
926,1
1936,1
