size,frequency
1,5928
2,605
3,300
4,189
5,140
6,107
7,68
8,62
9,51
10,46
11,38
12,32
13,26
14,21
15,22
16,20
17,16
18,19
19,15
20,16
21,14
22,10
23,7
24,14
25,5
26,8
27,7
28,5
29,9
30,8
31,8
32,5
33,7
34,5
35,3
36,9
37,5
38,3
39,4
40,5
41,3
42,3
43,3
44,5
45,2
46,4
47,2
48,3
49,3
50,3
51,2
52,3
53,2
54,2
55,2
56,3
57,2
58,2
59,2
60,5
61,2
62,3
63,2
64,3
65,3
66,2
68,3
70,1
71,1
73,2
74,2
75,1
76,1
78,2
79,1
80,1
81,2
83,3
84,2
89,1
93,2
95,2
96,1
100,1
101,1
102,2
104,1
106,2
107,1
110,2
112,1
113,1
117,1
122,1
130,1
134,1
147,1
154,1
155,2
157,2
163,1
170,1
178,1
183,1
239,1
259,1
