size,frequency
1,1609
2,320
3,172
4,107
5,64
6,50
7,38
8,31
9,28
10,23
11,18
12,18
13,14
14,12
15,7
16,8
17,10
18,5
19,3
20,11
21,5
22,10
23,3
24,1
25,2
26,4
27,4
28,3
29,7
30,5
31,3
32,1
33,4
34,3
35,5
36,2
37,4
38,2
39,3
40,4
41,2
42,2
43,1
44,1
45,1
46,1
48,3
49,4
50,2
52,2
54,2
55,4
56,2
57,2
60,1
63,1
67,3
68,1
69,1
73,2
74,1
76,1
80,1
81,1
82,1
85,1
86,2
90,1
91,2
92,1
96,1
97,1
103,1
104,1
105,1
108,1
116,1
117,1
119,1
122,2
125,1
134,1
137,1
138,2
139,1
140,1
141,1
142,1
152,1
157,1
165,1
176,1
201,1
211,1
223,1
226,1
227,1
233,1
254,1
259,1
296,1
335,1
382,1
404,1
416,1
481,1
561,1
