size,frequency
1,2156
2,428
3,187
4,117
5,77
6,56
7,48
8,38
9,43
10,35
11,18
12,25
13,28
14,16
15,25
16,14
17,10
18,15
19,6
20,10
21,12
22,7
23,9
24,6
25,6
26,7
27,6
28,6
29,7
30,5
31,8
32,9
33,9
34,2
35,7
36,1
37,6
38,7
39,4
40,5
41,6
42,6
43,4
44,3
45,3
46,3
47,1
48,4
49,1
50,2
51,2
52,2
53,6
54,3
55,4
56,2
57,1
58,2
59,2
60,2
61,2
62,1
63,2
64,2
66,2
69,2
70,1
71,1
72,1
73,1
74,1
75,1
76,3
79,4
80,1
81,1
82,1
84,4
85,4
86,1
87,1
88,1
91,1
94,1
95,1
97,1
99,1
100,2
103,1
104,1
105,3
106,1
109,1
111,3
113,1
114,2
119,1
120,1
122,1
123,1
124,1
129,1
130,3
133,1
139,1
140,1
147,1
148,1
155,1
160,1
161,2
167,3
171,1
179,1
182,1
188,1
217,1
220,1
230,1
231,1
234,1
236,1
242,1
244,1
250,1
251,1
255,1
256,1
257,1
264,1
268,1
301,2
302,2
307,1
310,1
314,1
316,1
319,1
333,1
334,1
346,1
351,1
355,1
376,1
385,1
395,1
495,1
536,1
551,1
554,1
564,1
799,1
948,1
975,1
