size,frequency
1,1593
2,328
3,163
4,92
5,60
6,49
7,41
8,40
9,32
10,22
11,17
12,23
13,10
14,12
15,13
16,9
17,11
18,7
19,6
20,11
21,11
23,6
24,4
25,4
26,2
27,4
28,11
29,4
30,5
31,3
32,2
33,2
34,6
35,3
36,2
37,7
38,1
40,1
41,5
42,2
43,4
45,1
46,3
47,3
48,1
49,4
50,1
51,1
53,3
54,1
55,2
56,1
57,1
58,2
59,2
60,3
64,1
66,1
68,1
69,1
70,1
72,1
73,1
74,3
77,1
78,2
79,3
80,1
81,1
82,1
84,1
87,2
88,2
92,1
94,1
96,1
99,1
100,1
112,1
113,1
120,1
126,1
130,1
136,2
138,1
140,1
141,1
148,1
154,1
162,1
165,1
180,2
182,1
183,1
195,1
219,1
227,1
236,1
298,1
302,1
336,1
346,1
