size,frequency
1,2186
2,416
3,204
4,114
5,87
6,83
7,49
8,54
9,28
10,35
11,24
12,24
13,21
14,16
15,11
16,11
17,10
18,15
19,11
20,4
21,8
22,6
23,10
24,5
25,5
26,6
27,11
28,3
29,5
30,4
31,4
32,9
33,5
34,4
35,5
36,1
37,3
38,3
39,2
40,6
41,3
42,2
44,4
45,3
46,5
47,3
48,1
49,4
50,4
51,4
53,3
54,1
55,1
56,3
57,4
58,2
59,1
60,3
62,3
63,1
64,3
65,1
66,2
67,2
68,1
69,2
70,1
71,1
74,1
75,3
76,1
77,1
79,6
83,1
85,2
86,3
91,1
93,2
94,3
95,1
96,1
97,2
100,3
102,1
103,2
104,1
105,1
109,1
113,2
116,1
120,1
122,1
123,2
125,1
127,1
128,1
133,1
149,1
151,1
156,1
157,1
160,1
163,1
166,1
169,1
174,1
177,1
182,1
183,2
188,1
190,1
194,1
196,1
202,1
205,1
207,1
209,1
214,1
217,1
225,1
233,1
234,1
236,1
237,1
254,1
260,1
280,1
284,1
304,1
355,1
363,1
393,1
483,1
527,1
856,1
