size,frequency
1,3835
2,598
3,319
4,167
5,120
6,110
7,72
8,71
9,43
10,37
11,45
12,35
13,24
14,27
15,26
16,24
17,17
18,19
19,15
20,11
21,10
22,8
23,6
24,5
25,8
26,12
27,9
28,10
29,7
30,6
31,7
32,9
33,4
34,4
35,5
36,6
37,3
38,2
39,4
40,6
41,4
43,4
44,4
45,1
46,8
47,6
48,3
49,4
50,3
51,3
52,4
54,2
55,4
56,2
57,2
59,1
60,2
61,1
62,3
63,1
65,2
68,2
70,2
71,2
73,1
75,1
78,2
81,1
88,1
91,1
99,1
102,1
103,1
105,1
108,1
109,1
110,2
111,1
112,1
114,1
119,1
121,1
126,3
127,1
130,1
132,1
146,1
150,1
189,1
211,1
213,1
348,1
