size,frequency
1,2123
2,367
3,176
4,134
5,88
6,56
7,50
8,31
9,31
10,24
11,31
12,20
13,17
14,13
15,18
16,12
17,11
18,6
19,6
20,7
21,6
22,6
23,8
24,8
25,6
26,5
27,5
28,3
29,5
30,3
31,4
32,2
33,1
34,2
35,3
36,7
37,6
38,1
39,4
40,3
41,2
42,3
43,2
44,1
45,1
46,2
47,2
48,2
49,3
50,3
52,1
53,3
54,4
55,2
58,3
59,3
60,2
61,3
62,1
63,1
64,2
65,1
66,1
67,2
68,2
69,1
70,1
71,1
72,2
73,1
75,2
76,4
78,1
79,2
86,1
90,2
91,1
92,2
96,1
97,1
107,1
112,2
113,1
116,1
120,1
122,1
129,1
136,1
140,1
141,1
145,1
153,1
158,1
163,1
166,1
170,1
176,1
177,1
189,1
193,1
196,1
223,1
234,1
240,1
265,1
314,2
420,1
431,1
456,1
509,1
593,1
