country,month,index_param_comb,index_repetition,n_clusters,max_cluster_size,R,k,mutation_proba,testing_proba,sequencing_proba
switzerland,02,04,1,2712,2500,1.1484993559946979,0.216122190006985,0.28214387308953087,0.9995299461914701,0.1312052320149486
switzerland,02,05,1,2712,2500,1.1496903053288652,0.26371909245768516,0.31119113249318603,0.41382918074373953,0.1312052320149486
switzerland,02,06,1,2712,2500,1.186862622807773,0.2384787488936655,0.2804018472663019,0.944999922912573,0.1312052320149486
switzerland,02,07,1,2712,2500,1.2438810239572338,0.21669623838978994,0.27731465953317186,0.5296180338582797,0.1312052320149486
switzerland,02,08,1,2712,2500,1.1007759023098156,0.2630225019379738,0.26368433273629627,0.9932457820184356,0.1312052320149486
switzerland,02,09,1,2712,2500,1.047388409593659,0.25092012965453514,0.23174222167247405,0.9566484005414914,0.1312052320149486
switzerland,02,10,1,2712,2500,1.0242332893290857,0.3193761458669491,0.2548261338258867,0.4611051612373333,0.1312052320149486
switzerland,02,11,1,2712,2500,1.0932814745165587,0.3051347283230809,0.3523529116262825,0.4431830088085366,0.1312052320149486
switzerland,02,12,1,2712,2500,1.1502011151945277,0.18012604065436885,0.22305476837459914,0.761539605434881,0.1312052320149486
switzerland,02,13,1,2712,2500,1.13413051189913,0.22625049075746656,0.3522263450677164,0.6130151344173925,0.1312052320149486
switzerland,02,14,1,2712,2500,1.2085455841386596,0.2092415984487826,0.29240099011718873,0.9894921597034668,0.1312052320149486
switzerland,02,15,1,2712,2500,1.0516179241224393,0.2840679713536453,0.3323901052394026,0.692318349246162,0.1312052320149486
switzerland,02,16,1,2712,2500,1.0737795516133135,0.19406584458921117,0.26989795227918145,0.2659563820796301,0.1312052320149486
switzerland,02,17,1,2712,2500,1.2506408742763377,0.3125090143384519,0.32542504557336477,0.8588210598402785,0.1312052320149486
switzerland,02,18,1,2712,2500,1.1738014329060806,0.2912200848913096,0.3348626253759615,0.4203523527906248,0.1312052320149486
switzerland,02,19,1,2712,2500,1.18439286184754,0.25166411336866157,0.21124687008866921,0.999581514560685,0.1312052320149486
switzerland,02,20,1,2712,2500,1.0712048867201573,0.31565195915885313,0.32325371410821263,0.6295902976331934,0.1312052320149486
switzerland,02,21,1,2712,2500,1.1950852966533436,0.3157437599660178,0.3021865235899139,0.8527282469385602,0.1312052320149486
switzerland,02,22,1,2712,2500,1.0536921469020413,0.20528169968389612,0.2725579793701417,0.5722894522048404,0.1312052320149486
switzerland,02,23,1,2712,2500,1.1482424108464646,0.19718891683357095,0.27478339122643586,0.6812477090044489,0.1312052320149486
switzerland,02,24,1,2712,2500,1.0158884710866274,0.2435036891504661,0.281904157925627,0.8038531060138197,0.1312052320149486
switzerland,02,25,1,2712,2500,1.3520639828851022,0.23909607256191828,0.35255516441156054,0.9564432040660422,0.1312052320149486
switzerland,02,26,1,2712,2500,0.9817942131581994,0.3334649714064752,0.37718159097832105,0.5306977267922605,0.1312052320149486
switzerland,02,27,1,2712,2500,1.047761659951077,0.28321908835498927,0.27970188919803085,0.40828557927584863,0.1312052320149486
switzerland,02,28,1,2712,2500,1.17810315180612,0.24770193576651867,0.3054648733024719,0.8264500272880022,0.1312052320149486
switzerland,02,29,1,2712,2500,1.1435863134233915,0.21843700059634721,0.24681573238513366,0.4576973707135149,0.1312052320149486
switzerland,02,30,1,2712,2500,1.0946891065238051,0.30272493496892927,0.18670276119942605,0.406738626530321,0.1312052320149486
switzerland,02,31,1,2712,2500,1.1182571613354002,0.2355103399317966,0.2941545097432027,0.5461388023262468,0.1312052320149486
switzerland,02,32,1,2712,2500,1.0922703977129644,0.25576108317780766,0.3266546561430808,0.910538921011861,0.1312052320149486
switzerland,02,33,1,2712,2500,1.0483947682522647,0.2565686987928489,0.26502017937125616,0.8559475850624596,0.1312052320149486
switzerland,02,34,1,2712,2500,1.219941743838958,0.2961456291425524,0.29459599840020206,0.5933050063028926,0.1312052320149486
switzerland,02,35,1,2712,2500,1.1857340169288986,0.3162717527031552,0.31783661433751487,0.8580936306831708,0.1312052320149486
switzerland,02,36,1,2712,2500,1.2403856476414967,0.2801586257650917,0.24187988564583296,0.7186877988959688,0.1312052320149486
switzerland,02,37,1,2712,2500,1.1572970864306786,0.13027413702594817,0.3214131395272036,0.8988939444571021,0.1312052320149486
switzerland,02,38,1,2712,2500,1.2380316074532474,0.29273507569905466,0.21339827477166895,0.6707665344947904,0.1312052320149486
switzerland,02,39,1,2712,2500,1.083745526186924,0.2625479741167063,0.23678770109255584,0.8746966095926269,0.1312052320149486
switzerland,02,40,1,2712,2500,1.0912896560937024,0.21021070114588597,0.24115745791670784,0.9973445703840287,0.1312052320149486
switzerland,02,41,1,2712,2500,1.0790210990153353,0.2014487198214647,0.3328155869446972,0.5260635769413514,0.1312052320149486
switzerland,02,42,1,2712,2500,1.0788137444421335,0.25925675800335163,0.22260122445845676,0.7365072966167854,0.1312052320149486
switzerland,02,43,1,2712,2500,1.1557495738615424,0.23576200660149166,0.2705177946505928,0.2828331203228882,0.1312052320149486
switzerland,02,44,1,2712,2500,1.1957167558848707,0.2115101204529246,0.29858109877894,0.9126651637916813,0.1312052320149486
switzerland,02,45,1,2712,2500,1.0807950325370084,0.23754511240955276,0.2350839574122416,0.9044874878790612,0.1312052320149486
switzerland,02,46,1,2712,2500,1.107366100798657,0.2698374008004044,0.3792850012494512,0.8838633065765392,0.1312052320149486
switzerland,02,47,1,2712,2500,1.2621029003056867,0.2954668028782059,0.2574286792861211,0.8002490645789988,0.1312052320149486
switzerland,02,48,1,2712,2500,1.0941796720667116,0.23438819666257857,0.30034446029905965,0.8713678657165128,0.1312052320149486
switzerland,02,49,1,2712,2500,1.2071023048653133,0.24005236454432505,0.4802805308889304,0.7742909742323529,0.1312052320149486
switzerland,02,50,1,2712,2500,1.1035687018305778,0.24763398306370832,0.29238923619662033,0.7344897218515958,0.1312052320149486
switzerland,03,01,1,3417,2500,1.1860949856232568,0.19160198670206507,0.373278008240648,0.2467790773888388,0.1165240004334164
switzerland,03,02,1,3417,2500,1.1260194370462384,0.22225384185145322,0.2224253810372764,0.8291783227218544,0.1165240004334164
switzerland,03,03,1,3417,2500,1.0600793169912623,0.22565645138248824,0.2619988114316654,0.6672939923673619,0.1165240004334164
switzerland,03,04,1,3417,2500,0.9679237267205913,0.19222324836916585,0.20327746777577094,0.9624929143465186,0.1165240004334164
switzerland,03,05,1,3417,2500,0.9448609160224318,0.1219393854833977,0.24425672395981549,0.619518699259518,0.1165240004334164
switzerland,03,06,1,3417,2500,0.9623294724065135,0.22494665788343418,0.2733550347729454,0.9980810613908039,0.1165240004334164
switzerland,03,07,1,3417,2500,1.0292119814700778,0.16886463740759008,0.26278393651922166,0.9283594351426692,0.1165240004334164
switzerland,03,08,1,3417,2500,1.0989195131063803,0.16044910161647533,0.2909482856413567,0.9351907204376452,0.1165240004334164
switzerland,03,09,1,3417,2500,0.9619934932334218,0.19086137871770367,0.20861381235049908,0.8653703236273486,0.1165240004334164
switzerland,03,10,1,3417,2500,1.1584654697121113,0.18774421149629408,0.24929608352680052,0.607252258957087,0.1165240004334164
switzerland,03,11,1,3417,2500,1.044760108789508,0.23662003580945737,0.2879434776264389,0.8314443864813986,0.1165240004334164
switzerland,03,12,1,3417,2500,1.0601691647452254,0.20040242881719283,0.29392920425813723,0.863715642513502,0.1165240004334164
switzerland,03,13,1,3417,2500,1.080713633432615,0.1608317642381104,0.299617324388556,0.8047743359968087,0.1165240004334164
switzerland,03,14,1,3417,2500,1.027823275186083,0.18365160657320825,0.3022410447952089,0.9294766328791289,0.1165240004334164
switzerland,03,15,1,3417,2500,0.9628439391993017,0.18454495581117988,0.2827742505612165,0.752452450290235,0.1165240004334164
switzerland,03,16,1,3417,2500,1.0329872433168814,0.1478973525343553,0.3086399423727164,0.9408863746462511,0.1165240004334164
switzerland,03,17,1,3417,2500,1.0331260778935862,0.2216821265367666,0.19564138381199106,0.9401242629281986,0.1165240004334164
switzerland,03,18,1,3417,2500,1.1800748662282157,0.18566042304268526,0.2418735016889993,0.9838329815875558,0.1165240004334164
switzerland,03,19,1,3417,2500,1.0045617085970993,0.2007303411868809,0.29820591584559286,0.9427634573451293,0.1165240004334164
switzerland,03,20,1,3417,2500,1.0525407749301663,0.19451000072094507,0.3483646062713671,0.8965554007479173,0.1165240004334164
switzerland,03,21,1,3417,2500,1.004622664327691,0.17127884724243084,0.3439887516337389,0.9770462584178872,0.1165240004334164
switzerland,03,22,1,3417,2500,1.0382752235640307,0.1879425219040831,0.27462293140108385,0.971710760288873,0.1165240004334164
switzerland,03,23,1,3417,2500,1.174452719054839,0.23514554864145917,0.27179470573692927,0.7735270482832599,0.1165240004334164
switzerland,03,24,1,3417,2500,1.1550216493992276,0.24034611402045467,0.2853926390206118,0.7071343713254201,0.1165240004334164
switzerland,03,25,1,3417,2500,1.0196834258488967,0.17013125380925914,0.3457778957071463,0.7502910587371544,0.1165240004334164
switzerland,03,26,1,3417,2500,1.162624842580105,0.1134588594754352,0.3144553831001817,0.5049523659506333,0.1165240004334164
switzerland,03,27,1,3417,2500,1.1437221366017447,0.19667056085016257,0.2984645780242478,0.7994100962190798,0.1165240004334164
switzerland,03,28,1,3417,2500,0.9965216724854367,0.18809499968720644,0.3527852947349833,0.7584224061788846,0.1165240004334164
switzerland,03,29,1,3417,2500,1.1695017153786997,0.19649398395193993,0.21098938220001334,0.8945423123154634,0.1165240004334164
switzerland,03,30,1,3417,2500,1.0054975189286905,0.25012724586023827,0.25610965924380125,0.7617411429312644,0.1165240004334164
switzerland,03,31,1,3417,2500,1.0605630202155047,0.20331192166702816,0.23706802231970453,0.9878058651442279,0.1165240004334164
switzerland,03,32,1,3417,2500,1.0470936978974423,0.15459971376201143,0.3403291631094688,0.6683164486877919,0.1165240004334164
switzerland,03,33,1,3417,2500,1.0363582738536143,0.16474150636787765,0.3024915088794188,0.9695599006247438,0.1165240004334164
switzerland,03,34,1,3417,2500,1.149605899411575,0.2772329211496487,0.30275177576561363,0.8356876141517615,0.1165240004334164
switzerland,03,35,1,3417,2500,1.0361925079735714,0.1875916079435394,0.27154825550747497,0.908750178937796,0.1165240004334164
switzerland,03,36,1,3417,2500,1.0573798003089818,0.24663525562230282,0.2750191451639974,0.9269487567147062,0.1165240004334164
switzerland,03,37,1,3417,2500,1.086991145155513,0.15530239088016828,0.21022014688874663,0.8159709309491716,0.1165240004334164
switzerland,03,38,1,3417,2500,1.0913481399694125,0.1965831546593177,0.280142654059595,0.6789548488213546,0.1165240004334164
switzerland,03,39,1,3417,2500,1.0190306227550778,0.22456832639790886,0.3021172713753126,0.7783600337530607,0.1165240004334164
switzerland,03,40,1,3417,2500,1.0883352220324507,0.19388535387473735,0.2921734709959712,0.9858344946779367,0.1165240004334164
switzerland,03,41,1,3417,2500,1.0702873468800105,0.19373028009332338,0.2373153068974762,0.7268638106846103,0.1165240004334164
switzerland,03,42,1,3417,2500,1.1391606216660308,0.20241920515872894,0.28864786388443664,0.887541501254205,0.1165240004334164
switzerland,03,43,1,3417,2500,1.0335499612800167,0.18150239014490455,0.31117460467108327,0.9336511815687893,0.1165240004334164
switzerland,03,44,1,3417,2500,1.1115947306116227,0.14129105818287005,0.23858855564192327,0.5364352245264438,0.1165240004334164
switzerland,03,45,1,3417,2500,1.0978598447286003,0.18921947757383248,0.3701358932873051,0.6144226387068539,0.1165240004334164
switzerland,03,46,1,3417,2500,1.110682254725343,0.16354094968238772,0.28722282352414596,0.6801574747327758,0.1165240004334164
switzerland,03,47,1,3417,2500,1.0887251613852338,0.1480490897829341,0.2103120996040997,0.8090958810571723,0.1165240004334164
switzerland,03,48,1,3417,2500,0.9702191823580628,0.1784496819198165,0.26414882221731983,0.8616077175976006,0.1165240004334164
switzerland,03,49,1,3417,2500,1.0619157235462924,0.21468259699146366,0.20737660735744892,0.5710851749267718,0.1165240004334164
switzerland,03,50,1,3417,2500,1.152706048756544,0.1809873984301805,0.2671759855332379,0.7314994297724908,0.1165240004334164
switzerland,04,01,1,4957,2500,1.0713771013819025,0.35067842603586535,0.20914606804253297,0.6998450516253728,0.12875204265932744
switzerland,04,02,1,4957,2500,0.9995353189243641,0.19697627482792823,0.31763440150627725,0.9552228085187745,0.12875204265932744
switzerland,04,03,1,4957,2500,0.9864350002137009,0.25961417723092745,0.33537968240662386,0.7088585154800773,0.12875204265932744
switzerland,04,04,1,4957,2500,1.0586350716947555,0.2859006045315536,0.2995371772167394,0.6717794771489433,0.12875204265932744
switzerland,04,05,1,4957,2500,1.123901915976315,0.2826029331336163,0.24972967574514457,0.8578532832389266,0.12875204265932744
switzerland,04,06,1,4957,2500,0.99299197426951,0.2997785248938017,0.2654882270675477,0.7655930204537096,0.12875204265932744
switzerland,04,07,1,4957,2500,1.0521667809438195,0.2738588210393229,0.24878608279864844,0.7741632801410273,0.12875204265932744
switzerland,04,08,1,4957,2500,0.9878771197039705,0.28078812887294047,0.2156953883194904,0.9342521679383108,0.12875204265932744
switzerland,04,09,1,4957,2500,1.0506135385651882,0.28078890391567835,0.28112752844820643,0.9790608090704142,0.12875204265932744
switzerland,04,10,1,4957,2500,1.0445475250839933,0.3122859489825834,0.1776969007340016,0.6889924331534352,0.12875204265932744
switzerland,04,11,1,4957,2500,1.0289618251104262,0.21985939527886014,0.26556629665541515,0.6635944171509219,0.12875204265932744
switzerland,04,12,1,4957,2500,0.9793586370340921,0.24929283325428683,0.34742270567449496,0.5106725990087242,0.12875204265932744
switzerland,04,13,1,4957,2500,1.0162600656537317,0.20389442883597833,0.3952131452517874,0.5300362078037975,0.12875204265932744
switzerland,04,14,1,4957,2500,0.9226614400115366,0.2606779743073981,0.2731530504171034,0.8456418825050429,0.12875204265932744
switzerland,04,15,1,4957,2500,1.0200456052873688,0.23627260345416218,0.2967811173486693,0.9824530983209233,0.12875204265932744
switzerland,04,16,1,4957,2500,1.0945086451568777,0.22847658329026377,0.3062193887550687,0.866330505170629,0.12875204265932744
switzerland,04,17,1,4957,2500,1.1195452276345585,0.2740485111412369,0.2639707025432446,0.5861563791740823,0.12875204265932744
switzerland,04,18,1,4957,2500,1.0982705380341629,0.2541628736000368,0.39885168316809927,0.5855496874111168,0.12875204265932744
switzerland,04,19,1,4957,2500,1.2418211514603512,0.2943551533170643,0.26903090919474476,0.325881188115235,0.12875204265932744
switzerland,04,20,1,4957,2500,0.9756863666357628,0.24575449449720338,0.37288939630509976,0.9624179913244418,0.12875204265932744
switzerland,04,21,1,4957,2500,1.0525415549519417,0.25723806920775055,0.23912388735008555,0.7017741271713469,0.12875204265932744
switzerland,04,22,1,4957,2500,1.111354947397453,0.23800949724222725,0.29760821817287597,0.8376590032682495,0.12875204265932744
switzerland,04,23,1,4957,2500,0.9345847351302291,0.18998506423470599,0.2644238625379636,0.9905110935335361,0.12875204265932744
switzerland,04,24,1,4957,2500,0.9860035936756323,0.22461261380322411,0.26273881117984355,0.9411680753199089,0.12875204265932744
switzerland,04,25,1,4957,2500,0.9841594003586155,0.2744598713679272,0.29115822665049074,0.9842321012672737,0.12875204265932744
switzerland,04,26,1,4957,2500,0.9685932267364717,0.22348067799194413,0.24297069655638043,0.7699289207153137,0.12875204265932744
switzerland,04,27,1,4957,2500,1.0621883530947014,0.21622388022137104,0.2433939507229559,0.8155383110680859,0.12875204265932744
switzerland,04,28,1,4957,2500,1.0486793258421399,0.206414169699869,0.2570056566944269,0.8069598324412931,0.12875204265932744
switzerland,04,29,1,4957,2500,1.1372625517507144,0.22419650091354587,0.26579906969625827,0.7777381664112579,0.12875204265932744
switzerland,04,30,1,4957,2500,1.0697029338995823,0.24269071252673813,0.29974529692509616,0.9710785954623343,0.12875204265932744
switzerland,04,31,1,4957,2500,1.0202676393881567,0.22556395591368308,0.26767636245356446,0.9948076535398,0.12875204265932744
switzerland,04,32,1,4957,2500,1.0712183192184472,0.25138170414807687,0.2355129531919375,0.7805915414028426,0.12875204265932744
switzerland,04,33,1,4957,2500,1.1091010082853163,0.23137931368791498,0.2702914435024566,0.9447534570276882,0.12875204265932744
switzerland,04,34,1,4957,2500,1.0913230842372836,0.15038943716378075,0.3502022640074344,0.890929285142779,0.12875204265932744
switzerland,04,35,1,4957,2500,0.9379101317059,0.24815434726123115,0.28162259228427217,0.556783253730451,0.12875204265932744
switzerland,04,36,1,4957,2500,1.0383739005220485,0.2568511406379664,0.24124431375869612,0.978546659177071,0.12875204265932744
switzerland,04,37,1,4957,2500,1.135461034932451,0.15019501583202757,0.25208632939502057,0.9427041824272395,0.12875204265932744
switzerland,04,38,1,4957,2500,1.013488539903173,0.21169861018605696,0.20054420394066824,0.5848206162302225,0.12875204265932744
switzerland,04,39,1,4957,2500,1.1563091565952173,0.1754094410342093,0.30245333906169297,0.9234010969652091,0.12875204265932744
switzerland,04,40,1,4957,2500,1.1052556964170137,0.2535136761892342,0.40278203630135606,0.36772052322586457,0.12875204265932744
switzerland,04,41,1,4957,2500,0.997505500253301,0.2111204509152641,0.34676515775421535,0.759564642232958,0.12875204265932744
switzerland,04,42,1,4957,2500,1.146624690098555,0.25471004783536827,0.3342558328815629,0.818227625520967,0.12875204265932744
switzerland,04,43,1,4957,2500,1.1557460121333094,0.2994810058177592,0.30816712721513606,0.8748817414501183,0.12875204265932744
switzerland,04,44,1,4957,2500,0.9969020588241473,0.2079338498212815,0.28553380239564247,0.952322410449583,0.12875204265932744
switzerland,04,45,1,4957,2500,1.0632053949618756,0.23639905210387677,0.22393670175312852,0.989868990143984,0.12875204265932744
switzerland,04,46,1,4957,2500,1.040342593490617,0.23826147483571486,0.2790617719865664,0.8793029763498524,0.12875204265932744
switzerland,04,47,1,4957,2500,0.9263481864835129,0.27150972490437963,0.23732642260886688,0.8167951764807743,0.12875204265932744
switzerland,04,48,1,4957,2500,1.0938711281355002,0.30201251541438734,0.3606634029857223,0.8494187926272688,0.12875204265932744
switzerland,04,49,1,4957,2500,0.9890728221281712,0.17977101230555104,0.2676359940880353,0.738187652036053,0.12875204265932744
switzerland,04,50,1,4957,2500,1.0684576266976413,0.2276466606332971,0.2353731063900152,0.860611412371557,0.12875204265932744
switzerland,05,01,1,3663,2500,0.9498496566408776,0.22489792365315642,0.29050191322061353,0.35906700712908607,0.17024585751031884
switzerland,05,02,1,3663,2500,1.0627191571079104,0.2945994151008002,0.262297481431512,0.9314716192211955,0.17024585751031884
switzerland,05,03,1,3663,2500,1.0454051874367953,0.2316611408041494,0.271314567739778,0.7404828552248894,0.17024585751031884
switzerland,05,04,1,3663,2500,0.9500776055758182,0.24375139627200207,0.34100581555569776,0.7217094382672103,0.17024585751031884
switzerland,05,05,1,3663,2500,0.9743202693131583,0.24558525429933672,0.3139848643249712,0.9809629669865391,0.17024585751031884
switzerland,05,06,1,3663,2500,0.9500410415510451,0.20943991970145492,0.29810814546955783,0.8475935003651707,0.17024585751031884
switzerland,05,07,1,3663,2500,1.0764252560405039,0.2997599348402024,0.28933195961371116,0.9788987963286254,0.17024585751031884
switzerland,05,08,1,3663,2500,1.0063431460281465,0.2330963825718349,0.24522269989766823,0.5713236943058849,0.17024585751031884
switzerland,05,09,1,3663,2500,1.1438666694343338,0.2584698889679315,0.16080666713057204,0.5057203908130038,0.17024585751031884
switzerland,05,10,1,3663,2500,1.1824180770689445,0.18505390551304146,0.2860223203956521,0.5651901084302686,0.17024585751031884
switzerland,05,11,1,3663,2500,0.9375767110707282,0.2736256469016424,0.297951743594861,0.8639094321636348,0.17024585751031884
switzerland,05,12,1,3663,2500,0.9341884559485846,0.21927292088749262,0.2375000975538079,0.9826299473781972,0.17024585751031884
switzerland,05,13,1,3663,2500,1.0304705634172422,0.25391039847970726,0.31917619128406105,0.9278565363805468,0.17024585751031884
switzerland,05,14,1,3663,2500,1.0567463390927962,0.2436495763130221,0.1817787446610342,0.6949042335079719,0.17024585751031884
switzerland,05,15,1,3663,2500,1.1152111821497865,0.30358100119542764,0.2341102310403945,0.6646975775379538,0.17024585751031884
switzerland,05,16,1,3663,2500,0.9952030209436392,0.22998975922721543,0.3411141419195971,0.8825758219318622,0.17024585751031884
switzerland,05,17,1,3663,2500,1.0360086205044,0.165760252332402,0.2796879567555146,0.7092532350292493,0.17024585751031884
switzerland,05,18,1,3663,2500,1.037616953684195,0.27225772933926107,0.31596251551394816,0.6149333644201413,0.17024585751031884
switzerland,05,19,1,3663,2500,0.9779381579434616,0.2381139805135888,0.3048059010518693,0.49077255896691585,0.17024585751031884
switzerland,05,20,1,3663,2500,1.1166884228454017,0.2617911719865185,0.2543818652376133,0.9102028960723086,0.17024585751031884
switzerland,05,21,1,3663,2500,0.8834868921564891,0.29709838140849565,0.3125426567837181,0.900402270068244,0.17024585751031884
switzerland,05,22,1,3663,2500,1.206842263479569,0.33406856699355236,0.20741347088075404,0.8414074972019742,0.17024585751031884
switzerland,05,23,1,3663,2500,1.033807535471901,0.23597607676266683,0.29365658197736555,0.7307183545840951,0.17024585751031884
switzerland,05,24,1,3663,2500,1.1246360839035565,0.23799145584507087,0.28233846305000215,0.7644323469737575,0.17024585751031884
switzerland,05,25,1,3663,2500,1.1209576928650082,0.2980689239558593,0.29383671777445053,0.8885336670424445,0.17024585751031884
