size,frequency
1,1897
2,319
3,140
4,93
5,65
6,30
7,22
8,28
9,15
10,23
11,12
12,5
13,6
14,4
15,6
16,2
17,10
18,3
19,4
20,1
21,3
23,4
24,3
25,2
26,3
31,1
32,1
33,1
34,1
35,1
36,1
39,1
42,1
49,1
50,1
84,1
87,1
