size,frequency
1,3659
2,528
3,240
4,163
5,98
6,61
7,46
8,31
9,20
10,18
11,14
12,12
13,11
14,5
15,8
16,8
17,9
18,5
19,4
20,3
22,1
23,2
24,1
25,3
26,1
27,2
28,1
30,1
41,1
66,1
