size,frequency
1,1771
2,264
3,116
4,78
5,63
6,45
7,43
8,20
9,23
10,17
11,18
12,10
13,16
14,10
15,11
16,10
17,8
18,10
19,5
20,9
21,4
22,2
23,2
24,5
25,5
26,2
27,9
28,3
29,1
30,2
31,3
32,3
33,2
34,4
35,3
36,4
37,1
38,1
39,1
40,4
41,3
42,1
43,2
44,2
45,1
46,1
47,2
48,2
49,2
50,3
51,1
52,2
53,1
54,2
55,1
56,3
57,3
60,3
62,3
65,2
66,1
70,1
71,1
72,1
75,1
77,2
78,1
79,4
82,2
84,1
85,3
90,1
93,1
94,1
97,1
98,1
100,1
104,1
108,1
110,1
114,1
125,1
129,1
138,1
141,1
143,1
146,1
161,1
162,1
169,1
178,1
182,2
193,1
198,1
203,1
221,1
233,1
238,1
241,1
250,1
272,1
373,1
409,1
484,1
494,1
726,1
1500,298
