size,frequency
1,1719
2,359
3,181
4,131
5,80
6,58
7,34
8,42
9,27
10,23
11,27
12,17
13,24
14,19
15,16
16,21
17,13
18,10
19,6
20,5
21,12
22,6
23,9
24,4
25,7
26,6
27,3
28,6
29,7
30,3
31,4
32,3
33,5
34,4
35,2
36,5
37,1
38,4
39,4
40,2
41,3
42,2
43,3
44,3
45,1
46,1
47,3
50,4
52,5
53,1
55,3
56,2
57,1
58,1
59,1
61,1
62,1
63,3
65,2
67,1
70,1
74,2
75,2
76,1
79,1
81,1
82,3
85,1
92,3
93,1
96,1
97,1
98,1
99,2
100,1
102,2
105,1
106,1
107,1
109,1
111,1
112,2
119,1
124,1
125,1
126,1
147,2
149,1
150,1
155,1
160,1
174,1
208,1
237,1
262,1
264,1
342,1
375,1
428,1
