size,frequency
1,1783
2,262
3,144
4,78
5,54
6,33
7,32
8,28
9,17
10,27
11,18
12,15
13,18
14,10
15,14
16,7
17,5
18,8
19,3
20,10
21,6
22,5
23,6
24,5
25,2
26,3
27,5
28,1
30,3
31,2
32,3
33,7
35,2
37,5
38,3
39,2
40,3
41,1
42,1
44,1
45,6
46,2
47,1
48,2
50,3
51,3
53,2
55,2
57,1
59,1
60,1
63,1
64,3
65,1
70,1
78,1
79,2
81,1
83,2
84,1
85,3
87,1
91,1
92,1
95,1
102,1
105,1
106,1
109,1
117,1
121,1
122,1
125,1
134,1
137,1
143,1
145,1
147,1
181,1
204,1
207,1
214,1
215,1
244,1
254,1
256,1
268,1
318,1
454,1
456,1
525,1
691,1
1500,297
