size,frequency
1,1590
2,300
3,162
4,102
5,78
6,60
7,39
8,36
9,27
10,14
11,24
12,14
13,14
14,10
15,11
16,12
17,6
18,10
19,11
20,12
21,8
22,6
23,2
24,10
25,2
26,2
27,3
28,3
29,2
30,11
31,5
32,7
33,3
34,2
35,1
36,4
37,2
38,4
39,1
40,3
41,2
42,3
45,3
47,1
48,2
51,1
53,1
55,1
56,1
57,1
58,1
59,1
60,2
63,1
64,2
66,1
67,2
69,1
75,1
77,1
81,1
83,1
86,1
87,1
88,1
91,1
93,1
96,2
97,1
99,1
100,4
105,1
108,2
112,1
114,1
121,1
123,1
125,1
128,1
135,1
138,1
139,1
140,1
148,1
149,2
152,1
157,1
170,1
171,1
184,1
197,1
210,1
234,1
261,1
262,1
375,1
474,1
493,1
628,1
982,1
1500,312
