size,frequency
1,1497
2,314
3,162
4,118
5,65
6,67
7,39
8,36
9,27
10,25
11,25
12,11
13,14
14,14
15,14
16,9
17,9
18,5
19,7
20,9
21,9
22,6
23,6
24,9
25,1
26,5
27,5
28,2
29,3
30,3
31,9
32,4
33,7
34,2
35,2
36,3
37,3
38,1
39,5
40,3
41,1
42,5
43,1
44,2
45,1
46,1
47,1
49,1
50,1
51,3
52,1
53,1
54,1
55,1
57,2
58,2
59,1
60,1
62,1
63,1
64,3
66,1
67,1
68,2
70,3
71,2
73,4
74,1
76,1
78,2
79,3
80,1
83,2
84,1
90,2
98,1
104,1
108,1
109,1
114,1
115,1
116,1
119,1
124,1
126,1
136,1
150,1
157,1
159,1
168,1
174,1
179,1
182,1
187,1
188,1
211,2
264,1
265,1
272,1
282,1
292,1
479,1
1500,359
