size,frequency
1,1873
2,244
3,142
4,83
5,56
6,38
7,27
8,31
9,21
10,17
11,16
12,14
13,10
14,16
15,15
16,5
17,7
18,11
19,9
20,7
21,5
22,6
23,4
24,3
25,6
26,2
27,4
28,7
29,3
30,3
31,3
32,1
33,3
34,3
36,6
37,5
38,2
39,1
40,3
41,1
42,2
43,4
44,4
47,2
48,2
49,2
50,3
51,1
52,1
56,1
58,1
59,1
60,2
63,1
66,2
69,1
70,3
72,1
73,1
74,3
75,1
76,4
78,2
79,2
80,1
82,1
83,2
89,1
101,1
103,1
105,1
109,1
116,3
119,2
124,1
127,1
132,1
134,1
136,1
144,1
145,2
161,1
162,1
165,1
173,1
177,1
184,1
192,1
220,1
221,1
224,1
237,1
242,1
272,1
283,1
443,1
698,1
864,1
1056,1
1500,200
