size,frequency
1,1758
2,362
3,187
4,113
5,60
6,57
7,43
8,47
9,32
10,28
11,21
12,22
13,19
14,13
15,7
16,14
17,14
18,10
19,9
20,7
21,7
22,10
23,12
24,2
25,9
26,7
27,2
28,4
29,1
30,5
31,2
32,3
33,5
34,2
35,4
36,4
37,1
38,1
39,2
40,2
41,1
42,1
43,2
44,1
45,3
46,1
48,1
49,2
50,1
51,2
52,2
53,1
57,3
58,2
59,4
60,3
63,2
65,1
66,1
67,1
68,3
69,2
70,2
71,2
72,1
74,1
75,2
76,1
79,1
81,2
82,1
83,1
87,1
91,2
93,1
94,1
97,1
99,1
100,3
103,1
104,1
105,1
114,1
115,2
116,2
119,1
120,1
121,1
126,1
127,1
131,1
143,1
152,1
157,1
159,1
174,1
188,1
194,1
213,1
243,1
267,1
281,1
291,1
333,1
361,1
