size,frequency
1,1976
2,288
3,131
4,87
5,66
6,47
7,40
8,28
9,32
10,15
11,18
12,18
13,17
14,11
15,15
16,13
17,8
18,6
19,13
20,8
21,10
22,3
23,5
24,9
25,7
26,1
27,7
28,5
29,1
30,4
32,3
33,3
34,3
35,3
37,1
38,1
39,3
40,1
41,3
42,3
43,4
44,2
46,3
47,1
48,2
49,1
50,2
52,1
54,3
57,1
58,1
63,2
65,1
66,2
67,2
69,1
70,1
71,1
72,1
73,2
74,1
76,1
80,1
82,3
84,1
85,2
90,2
93,2
98,2
99,1
101,1
104,1
105,1
106,1
107,1
115,2
116,1
119,1
120,1
122,1
123,1
124,1
126,1
131,2
134,1
136,2
141,1
147,1
150,1
154,1
157,1
162,1
175,1
198,1
206,1
209,1
251,1
338,1
448,1
520,1
663,1
821,1
873,1
874,1
