size,frequency
1,1900
2,284
3,170
4,103
5,79
6,48
7,32
8,26
9,34
10,26
11,19
12,21
13,19
14,21
15,14
16,9
17,10
18,6
19,7
20,7
21,2
22,11
23,10
24,7
25,5
26,7
27,5
28,7
29,1
30,4
31,5
32,6
33,4
34,3
35,1
36,5
37,1
38,2
39,2
40,2
41,1
42,1
43,1
44,5
45,2
46,3
47,3
48,2
50,1
52,1
53,2
55,1
57,2
58,1
60,1
61,1
62,1
63,1
65,2
66,1
67,1
68,2
71,1
72,2
73,1
75,1
80,1
83,1
84,1
86,2
90,1
92,1
93,1
95,1
96,1
100,2
102,1
107,1
108,1
109,1
120,1
122,1
124,1
126,1
127,1
129,1
143,1
145,1
155,1
160,1
163,1
192,1
208,1
210,1
238,1
239,1
310,1
333,1
