size,frequency
1,1748
2,258
3,129
4,66
5,65
6,42
7,36
8,23
9,18
10,18
11,17
12,23
13,10
14,10
15,11
16,11
17,13
18,13
19,8
20,13
21,7
22,6
23,11
24,1
25,6
26,4
27,5
28,7
29,5
30,3
31,3
32,3
33,1
34,2
35,3
36,4
37,3
38,5
39,3
40,3
41,2
42,4
43,4
44,1
46,1
47,1
48,3
49,1
53,3
54,1
55,1
57,2
59,3
60,1
63,1
66,1
67,2
68,2
74,1
79,2
84,1
86,2
87,2
88,4
89,1
90,2
91,1
92,1
97,1
101,1
102,1
106,1
113,1
118,1
119,1
125,1
143,1
152,2
154,1
169,1
172,1
187,1
199,1
210,1
218,1
227,1
228,1
240,1
254,1
338,1
395,1
1500,308
