size,frequency
1,2094
2,224
3,112
4,65
5,53
6,24
7,20
8,16
9,19
10,18
11,10
12,9
13,14
14,6
15,8
16,4
17,8
18,6
19,6
20,5
21,5
22,10
23,9
24,2
25,3
26,4
27,1
28,3
29,2
30,4
31,2
32,2
33,4
35,4
37,4
38,4
39,3
40,1
41,5
42,2
43,1
44,2
45,3
46,4
47,2
48,1
50,3
51,1
52,3
54,1
55,1
57,1
59,2
60,1
62,1
65,1
67,2
68,2
69,3
70,3
71,4
74,1
76,1
77,1
79,1
82,1
83,1
84,1
86,1
87,1
88,1
91,1
95,2
96,1
97,2
98,1
101,1
111,1
112,1
113,1
114,1
117,1
118,1
119,1
121,1
129,1
130,1
133,2
142,1
144,1
148,1
154,1
157,1
171,1
173,1
174,1
183,1
187,2
204,1
209,1
213,1
234,1
239,1
246,1
249,1
262,1
283,1
284,1
302,1
347,1
352,1
355,1
365,1
390,1
418,1
480,1
492,1
549,1
661,1
726,1
1316,1
1500,99
